
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI
curAxiH	vixaz	AKyAne	A.pa	-	vix5
curAxiH	vixaz	cewane	A.pa	-	vix5
curAxiH	vixaz	nivAse	A.pa	-	vix5
curAxiH	vixaz	vexanAyAm	A.pa	-	vix5
curAxiH	vixaz	vivAxe	A.pa	-	vix5
curAxiH	manaz	swamBe	A.pa	-	man3
curAxiH	yu	jugupsAyAm	A.pa	-	yu3
curAxiH	kusmaz	kusmayane	A.pa	-	kusm1
curAxiH	carcaz	aXyayane	pa.pa	-	carc3
curAxiH	bukkaz	BARaNe	pa.pa	-	bukk2
curAxiH	Sabxaz	SabxakriyAyAm	pa.pa	-	Sabx1
curAxiH	Sabxaz	upasargAxAviRkAre	pa.pa	-	Sabx1
curAxiH	kaNaz	nimIlane	pa.pa	-	kaN2
curAxiH	jaBiz	nASane	pa.pa	-	jaB2
curAxiH	RUxaz	AsravaNe	pa.pa	sUx	RUx2
curAxiH	RUxaz	kRaraNe	pa.pa	sUx	RUx2
curAxiH	jasuz	hiMsAyAm	pa.pa	-	jas3
curAxiH	jasuz	wAdane	pa.pa	-	jas3
curAxiH	paSaz	banXane	pa.pa	-	paS1
curAxiH	amaz	roge	pa.pa	-	am2
curAxiH	cataz	Bexane	pa.pa	cat(1)	cat1
curAxiH	sPutaz	Bexane	pa.pa	-	sPut4
curAxiH	Gataz	BARArWe	pa.pa	-	Gat2
curAxiH	xivuz	parikUjane	A.pa	-	xiv3
curAxiH	arjaz	prawiyawne	pa.pa	-	arj2
curAxiH	GuRizr	aviSabxane	pa.pa	-	GuR3
curAxiH	GuRizr	viSabxane	pa.pa	-	GuR3
curAxiH	AfaH-kranxaz	sAwawye	pa.pa	-	AfaH-kranx1
curAxiH	lasaz	Silpayoge	pa.pa	-	las2
curAxiH	wasiz	alafkAre	pa.pa	-	was2
curAxiH	BURaz	alafkAre	pa.pa	-	BUR2
curAxiH	arhaz	pUjAyAm	pa.pa	-	arh2
curAxiH	mokRaz	asane	pa.pa	-	mokR1
curAxiH	jFA	niyoge	pa.pa	-	jFA2
curAxiH	jFA	niyojane	pa.pa	-	jFA2
curAxiH	Bajaz	viSrANane	pa.pa	-	Baj2
curAxiH	SqXuz	prasahane	pa.pa	-	SqX3
curAxiH	yawaz	nikAre	pa.pa	-	yaw2
curAxiH	yawaz	upaskAre	pa.pa	-	yaw2
curAxiH	kalaz	kRepe	pa.pa	kal	kal2
curAxiH	ragaz	AsvAxane	pa.pa	-	rag3
curAxiH	rakaz	AsvAxane	pa.pa	-	rak1
curAxiH	lagaz	AsvAxane	pa.pa	-	lag3
curAxiH	ancuz	viSeRaNe	pa.pa	-	anc2
curAxiH	ligiz	ciwrIkaraNe	pa.pa	-	lig2
curAxiH	muxaz	saMsarge	pa.pa	-	mux2
curAxiH	wrasaz	XAraNe	pa.pa	-	wras2
curAxiH	mucaz	moxane	pa.pa	-	muc3
curAxiH	mucaz	pramocane	pa.pa	-	muc3
curAxiH	vasaz	apaharaNe	pa.pa	-	vas4
curAxiH	vasaz	Cexane	pa.pa	-	vas4
curAxiH	vasaz	snehane	pa.pa	-	vas4
curAxiH	caraz	saMSaye	pa.pa	-	car2
curAxiH	cyu	hasane	pa.pa	-	cyu2
curAxiH	cyu	sahane	pa.pa	-	cyu2
curAxiH	Buvoz	avakalkane	pa.pa	-	Buv1
curAxiH	grasaz	grahaNe	pa.pa	-	gras2
curAxiH	puRaz	XAraNe	pa.pa	-	puR4
curAxiH	xalaz	vixAraNe	pa.pa	-	xal2
curAxiH	pataz	BARArWe	pa.pa	-	pat2
curAxiH	pataz	BAsArWe	pa.pa	-	pat2
curAxiH	putaz	BARArWe	pa.pa	-	put2
curAxiH	putaz	BAsArWe	pa.pa	-	put2
curAxiH	putaz	saFcUrNane	pa.pa	-	put2
curAxiH	lutaz	BARArWe	pa.pa	-	lut6
curAxiH	lutaz	BAsArWe	pa.pa	-	lut6
curAxiH	wujiz	balAxAne	pa.pa	-	wuj3
curAxiH	wujiz	BARArWe	pa.pa	-	wuj3
curAxiH	wujiz	BAsArWe	pa.pa	-	wuj3
curAxiH	wujiz	hiMsAyAm	pa.pa	-	wuj3
curAxiH	wujiz	nikewane	pa.pa	-	wuj3
curAxiH	mijiz	BARArWe	pa.pa	-	mij1
curAxiH	pijiz	hiMsAyAm	pa.pa	-	pij2
curAxiH	pijiz	nikewane	pa.pa	-	pij2
curAxiH	lujiz	balAxAne	pa.pa	-	luj1
curAxiH	lujiz	hiMsAyAm	pa.pa	-	luj1
curAxiH	lujiz	nikewane	pa.pa	-	luj1
curAxiH	Bajiz	BARArWe	pa.pa	-	Baj3
curAxiH	wrasiz	BARArWe	pa.pa	-	wras3
curAxiH	wrasiz	BAsArWe	pa.pa	-	wras3
curAxiH	pisiz	BARArWe	pa.pa	-	pis3
curAxiH	kusiz	BARArWe	pa.pa	-	kus2
curAxiH	kusiz	BAsArWe	pa.pa	-	kus2
curAxiH	kuSiz	BARArWe	pa.pa	-	kuS1
curAxiH	kuSiz	BAsArWe	pa.pa	-	kuS1
curAxiH	Gataz	Bexane	pa.pa	-	Gat2
curAxiH	Gataz	safGAwe	pa.pa	-	Gat2
curAxiH	Gatiz	BARArWe	pa.pa	-	Gat3
curAxiH	Gatiz	BAsArWe	pa.pa	-	Gat3
curAxiH	varhaz	BARArWe	pa.pa	-	varh2
curAxiH	balhaz	BAsArWe	pa.pa	-	balh2
curAxiH	gupaz	BARArWe	pa.pa	gup	gup4
curAxiH	XUpaz	BARArWe	pa.pa	-	XUp2
curAxiH	XUpaz	BAsArWe	pa.pa	-	XUp2
curAxiH	viCaz	BARArWe	pa.pa	-	viC2
curAxiH	viCaz	BAsArWe	pa.pa	-	viC2
curAxiH	cIvaz	BARArWe	pa.pa	-	cIv3
curAxiH	cIvaz	BAsArWe	pa.pa	-	cIv3
curAxiH	puWaz	BARArWe	pa.pa	-	puW4
curAxiH	puWaz	BAsArWe	pa.pa	-	puW4
curAxiH	lokqz	BARArWe	pa.pa	lok	lok2
curAxiH	lokqz	BAsArWe	pa.pa	lok	lok2
curAxiH	locqz	BARArWe	pa.pa	-	loc2
curAxiH	locqz	BAsArWe	pa.pa	-	loc2
curAxiH	Naxaz	BARArWe	pa.pa	-	Nax2
curAxiH	Naxaz	BAsArWe	pa.pa	-	Nax2
curAxiH	kupaz	BARArWe	pa.pa	-	kup2
curAxiH	kupaz	BAsArWe	pa.pa	-	kup2
curAxiH	warkaz	BARArWe	pa.pa	wark	wark1
curAxiH	warkaz	BAsArWe	pa.pa	wark	wark1
curAxiH	vqwuz	BARArWe	pa.pa	-	vqw3
curAxiH	vqwuz	BAsArWe	pa.pa	-	vqw3
curAxiH	vqXuz	BARArWe	pa.pa	-	vqX2
curAxiH	vqXuz	BAsArWe	pa.pa	-	vqX2
curAxiH	rutaz	BAsArWe	pa.pa	-	rut3
curAxiH	rutaz	roRe	pa.pa	-	rut3
curAxiH	lajiz	BAsArWe	pa.pa	-	laj4
curAxiH	ajiz	BARArWe	pa.pa	-	aj2
curAxiH	ajiz	BAsArWe	pa.pa	-	aj2
curAxiH	BqSiz	BARArWe	pa.pa	-	BqS2
curAxiH	SIkaz	AmarRaNe	pa.pa	-	SIk2
curAxiH	SIkaz	BARArWe	pa.pa	-	SIk2
curAxiH	rusiz	BARArWe	pa.pa	-	rus1
curAxiH	putiz	BARArWe	pa.pa	-	put3
curAxiH	raGiz	BARArWe	pa.pa	-	raG2
curAxiH	raGiz	BAsArWe	pa.pa	-	raG2
curAxiH	laGiz	BARArWe	pa.pa	-	laG3
curAxiH	laGiz	BAsArWe	pa.pa	-	laG3
curAxiH	ahiz	BARArWe	pa.pa	-	ah3
curAxiH	ahiz	BAsArWe	pa.pa	-	ah3
curAxiH	rahiz	BARArWe	pa.pa	-	rah3
curAxiH	mahiz	BARArWe	pa.pa	-	mah3
curAxiH	mahiz	BAsArWe	pa.pa	-	mah3
curAxiH	wadaz	AGAwe	pa.pa	wad	wad2
curAxiH	pUrIz	ApyAyane	pa.pa	-	pUr2
curAxiH	rujaz	hiMsAyAm	pa.pa	-	ruj2
curAxiH	Rvaxaz	AsvAxane	pa.pa	-	Rvax2
curAxiH	Rvaxaz	saMvaraNe	pa.pa	-	Rvax2
curAxiH	yujaz	samparcane	pa.pa	-	yuj3
curAxiH	yujaz	saMyamane	pa.pa	-	yuj3
curAxiH	pqcaz	saMyamane	pa.pa	-	pqc3
curAxiH	arcaz	pUjAyAm	pa.pa	-	arc2
curAxiH	Rahaz	marRaNe	pa.pa	-	Rah3
curAxiH	Iraz	kRepe	pa.pa	-	Ir2
curAxiH	lI	xravIkaraNe	pa.pa	-	lI3
curAxiH	vqjIz	varjane	pa.pa	-	vqj4
curAxiH	vqF	AvaraNe	pa.pa	-	vq3
curAxiH	jQ	vayohAnO	pa.pa	-	jQ3
curAxiH	ricaz	samparcane	pa.pa	-	ric2
curAxiH	ricaz	viyojane	pa.pa	-	ric2
curAxiH	SiRaz	asarvopayoge	pa.pa	-	SiR3
curAxiH	wapaz	xAhe	pa.pa	-	wap3
curAxiH	wqpaz	sanxIpane	pa.pa	-	wqp4
curAxiH	wqpaz	wqpwO	pa.pa	-	wqp4
curAxiH	CqxIz	sanxIpane	pa.pa	-	Cqx2
curAxiH	xqpaz	sanxIpane	pa.pa	-	xqp2
curAxiH	xqBIz	Baye	pa.pa	-	xqB2
curAxiH	xqBaz	sanxarBe	pa.pa	-	xqB3
curAxiH	Caxaz	apavAraNe	pa.pa	Cax#1(1)	Cax1
curAxiH	Caxaz	saMvaraNe	pa.pa	Cax#1(1)	Cax1
curAxiH	SraWaz	prawiharRe	pa.pa	-	SraW3
curAxiH	SraWaz	prawiyawne	pa.pa	-	SraW3
curAxiH	SraWaz	prayawne	pa.pa	-	SraW3
curAxiH	mI	gawO	pa.pa	-	mI3
curAxiH	mI	manane	pa.pa	-	mI3
curAxiH	kraWaz	hiMsAyAm	pa.pa	-	kraW2
curAxiH	SIkaz	marRaNe	pa.pa	-	SIk2
curAxiH	cIkaz	marRaNe	pa.pa	-	cIk1
curAxiH	arxaz	hiMsAyAm	pa.pa	-	arx2
curAxiH	hisiz	hiMsAyAm	pa.pa	-	his2
curAxiH	AfaH-Raxaz	paxyarWe	pa.pa	-	AfaH-Rax1
curAxiH	SunXaz	SOcakarmaNi	pa.pa	-	SunX2
curAxiH	juRaz	pariwarkaNe	pa.pa	-	juR2
curAxiH	juRaz	pariwarpaNe	pa.pa	-	juR2
curAxiH	XUF	kampane	pa.pa	-	XU4
curAxiH	prIF	warpaNe	pa.pa	-	prI3
curAxiH	SranWaz	sanxarBe	pa.pa	-	SranW2
curAxiH	granWaz	banXane	pa.pa	-	granW2
curAxiH	granWaz	sanxarBe	pa.pa	-	granW2
curAxiH	ApLz	lamBane	pa.pa	-	Ap2
curAxiH	wanuz	SraxXe	pa.pa	-	wan2
curAxiH	wanuz	upakaraNe	pa.pa	-	wan2
curAxiH	vaxaz	sanxeSavacane	pa.pa	-	vax3
curAxiH	vacaz	pariBARaNe	pa.pa	-	vac2
curAxiH	mAnaz	pUjAyAm	pa.pa	-	mAn2
curAxiH	BU	prApwO	pa.pa	-	BU2
curAxiH	garhaz	vininxane	pa.pa	garh	garh2
curAxiH	mArgaz	anveRaNe	pa.pa	mArg	mArg1
curAxiH	kaTiz	Soke	pa.pa	-	kaT3
curAxiH	mqjUz	alafkAre	pa.pa	-	mqj2
curAxiH	mqjUz	SOce	pa.pa	mqj(1)	mqj2
curAxiH	mqRaz	wiwikRAyAm	pa.pa	-	mqR3
curAxiH	XqRaz	aprasahane	pa.pa	-	XqR2
curAxiH	XqRaz	prasahane	pa.pa	-	XqR2
curAxiH	kaWa	vAkyaprabanXe	pa.pa	-	kaWa1
curAxiH	vara	IpsAyAm	pa.pa	-	vara1
curAxiH	gaNa	safKyAne	pa.pa	gaN	gaNa1
curAxiH	SaTa	samyagABARaNe	pa.pa	-	SaTa1
curAxiH	SvaTa	samyagABARaNe	pa.pa	-	SvaTa1
curAxiH	pata	granWe	pa.pa	-	pata1
curAxiH	vata	granWe	pa.pa	-	vata1
curAxiH	vata	viBAjane	pa.pa	-	vata1
curAxiH	raha	wyAge	pa.pa	-	raha1
curAxiH	swana	xevaSabxe	pa.pa	-	swana1
curAxiH	gaxI	xevaSabxe	pa.pa	-	gaxI1
curAxiH	paRa	anupasarge	pa.pa	-	paRa1
curAxiH	svara	AkRepe	pa.pa	-	svara1
curAxiH	raca	prawiyawne	pa.pa	rac	raca1
curAxiH	kala	gawO	pa.pa	kal	kala1
curAxiH	kala	safKyAne	pa.pa	kal	kala1
curAxiH	maha	pUjAyAm	pa.pa	-	maha1
curAxiH	caha	parikalkane	pa.pa	-	caha1
curAxiH	sAra	xOrbalye	pa.pa	-	sAra1
curAxiH	kqpa	xOrbalye	pa.pa	-	kqpa1
curAxiH	SraWa	xOrbalye	pa.pa	-	SraWa1
curAxiH	spqha	IpsAyAm	pa.pa	spqh	spqha1
curAxiH	BAma	kroXe	pa.pa	-	BAma1
curAxiH	sUca	pESunye	pa.pa	sUc	sUca1
curAxiH	Keta	BakRaNe	pa.pa	-	Keta1
curAxiH	Kota	BakRaNe	pa.pa	-	Kota1
curAxiH	kRota	kRepe	pa.pa	-	kRota1
curAxiH	goma	upalepane	pa.pa	-	goma1
curAxiH	kumAra	krIdAyAm	pa.pa	-	kumAra1
curAxiH	SIla	upaXAraNe	pa.pa	-	SIla1
curAxiH	sAma	sAnwvaprayoge	pa.pa	-	sAma1
curAxiH	vela	kAlopaxeSe	pa.pa	-	vela1
curAxiH	vela	kAlopayoge	pa.pa	-	vela1
curAxiH	palyUla	lavane	pa.pa	-	palyUla1
curAxiH	palyUla	pavane	pa.pa	-	palyUla1
curAxiH	vAwa	sevane	pa.pa	-	vAwa1
curAxiH	vAwa	suKe	pa.pa	-	vAwa1
curAxiH	gaveRa	mArgaNe	pa.pa	-	gaveRa1
curAxiH	vAsa	upasevAyAm	pa.pa	-	vAsa1
curAxiH	nivAsa	AcCAxane	pa.pa	-	nivAsa1
curAxiH	BAja	pqWakkarmaNi	pa.pa	-	BAja1
curAxiH	saBAja	prIwO	pa.pa	-	saBAja1
curAxiH	saBAja	xarSane	pa.pa	-	saBAja1
curAxiH	Una	parihANe	pa.pa	-	Una1
curAxiH	Xvana	Sabxe	pa.pa	-	Xvana1
curAxiH	kUta	pariwApe	pa.pa	-	kUta1
curAxiH	safkewa	AmanwraNe	pa.pa	-	safkewa1
curAxiH	grAma	AmanwraNe	pa.pa	-	grAma1
curAxiH	kuNa	AmanwraNe	pa.pa	-	kuNa1
curAxiH	guNa	AmanwraNe	pa.pa	-	guNa1
curAxiH	swena	cOrye	pa.pa	-	swena1
curAxiH	paxa	gawO	A.pa	-	paxa1
curAxiH	gqha	grahaNe	A.pa	-	gqha1
curAxiH	mqga	anveRaNe	A.pa	-	mqga1
curAxiH	kuha	vismApane	A.pa	-	kuha1
curAxiH	SUra	vikrAnwO	A.pa	-	SUra1
curAxiH	vIra	vikrAnwO	A.pa	-	vIra1
curAxiH	sWUla	paribqMhaNe	A.pa	-	sWUla1
curAxiH	arWa	upayAFcAyAm	A.pa	-	arWa1
curAxiH	sawra	sanwAnakriyAyAm	A.pa	-	sawra1
curAxiH	garva	mAne	A.pa	-	garva1
curAxiH	sUwra	veRtane	pa.pa	-	sUwra1
curAxiH	sUwra	vimocane	pa.pa	-	sUwra1
curAxiH	mUwra	prasravaNe	pa.pa	-	mUwra1
curAxiH	rUkRa	pAruRye	pa.pa	-	rUkRa1
curAxiH	pAra	karmasamApwO	pa.pa	-	pAra1
curAxiH	wIra	karmasamApwO	pa.pa	-	wIra1
curAxiH	puta	saMsarge	pa.pa	-	puta1
curAxiH	kawra	SEWilye	pa.pa	-	kawra1
curAxiH	karwq	SEWilye	pa.pa	-	karwq1
curAxiH	ciwra	ciwrIkaraNe	pa.pa	-	ciwra1
curAxiH	aMsa	samAGAwe	pa.pa	-	aMsa1
curAxiH	aMSa	samaGAwe	pa.pa	-	aMSa1
curAxiH	vatiz	viBAjane	pa.pa	-	vat3
curAxiH	vatiz	viBAjane	pa.pa	-	vat3
curAxiH	lajiz	prakASane	pa.pa	-	laj4
curAxiH	miSra	samparcane	pa.pa	-	miSra1
curAxiH	miSra	samparke	pa.pa	-	miSra1
curAxiH	saMgrAmaz	yuxXe	pa.pa	-	saMgrAm1
curAxiH	swoma	SlAGAyAm	pa.pa	-	swoma1
curAxiH	karNa	Bexane	pa.pa	-	karNa1
curAxiH	Cixra	Bexane	pa.pa	-	Cixra1
curAxiH	Cixra	karNaBexe	pa.pa	-	Cixra1
curAxiH	anXa	xqRtyupaGAwe	pa.pa	-	anXa1
curAxiH	xaNda	xaNdanipAwane	pa.pa	-	xaNda1
curAxiH	afka	lakRaNe	pa.pa	-	afka1
curAxiH	afka	paxe	pa.pa	-	afka1
curAxiH	afga	lakRaNe	pa.pa	-	afga1
curAxiH	afga	paxe	pa.pa	-	afga1
curAxiH	suKa	wawkriyAyAm	pa.pa	-	suKa1
curAxiH	xuHKa	wawkriyAyAm	pa.pa	-	xuHKa1
curAxiH	rasa	AsvAxane	pa.pa	-	rasa1
curAxiH	rasa	snehane	pa.pa	-	rasa1
curAxiH	vyaya	gawO	pa.pa	-	vyaya1
curAxiH	vyaya	viwwasamuwsarge	pa.pa	-	vyaya1
curAxiH	rUpa	rUpakriyAyAm	pa.pa	-	rUpa1
curAxiH	Cexa	xvEXIkaraNe	pa.pa	-	Cexa1
curAxiH	Caxa	apavAraNe	pa.pa	-	Caxa1
curAxiH	lABa	preraNe	pa.pa	-	lABa1
curAxiH	vraNa	gAwravicUrNane	pa.pa	-	vraNa1
curAxiH	varNa	guNavacane	pa.pa	-	varNa1
curAxiH	varNa	varNakriyAyAm	pa.pa	-	varNa1
curAxiH	varNa	viswAre	pa.pa	-	varNa1
curAxiH	parNa	hariwaBAve	pa.pa	-	parNa1
curAxiH	viRka	xarSane	pa.pa	-	viRka1
curAxiH	vasa	nivAse	pa.pa	-	vasa1
curAxiH	wuwWa	AvaraNe	pa.pa	-	wuwWa1

curAxiH	aki	lakRaNe	pa.pa	-	aki1
curAxiH	aswaz	safGAwe	pa.pa	-	asw1
curAxiH	bahiz	BAsArWe	pa.pa	-	bah2
curAxiH	baRka	xarSane	pa.pa	-	baRka1
curAxiH	bleRka	xarSane	pa.pa	-	bleRka1
curAxiH	brIsaz	hiMsAyAm	pa.pa	-	brIs1
curAxiH	Bujiz	BARArWe	pa.pa	-	Buj3
curAxiH	Capiz	gawyAm	pa.pa	-	Cap1
curAxiH	cUNaz	safkocane	pa.pa	-	cUN1
curAxiH	Cutaz	Cexane	pa.pa	-	Cut2
curAxiH	cuviz	hiMsAyAm	pa.pa	-	cuv1
curAxiH	dapiz	safGAwe	pa.pa	-	dap2
curAxiH	dipiz	safGAwe	pa.pa	-	dip5
curAxiH	galaz	srAvaNe	A.pa	-	gal2
curAxiH	galaz	SravaNe	A.pa	-	gal2
curAxiH	gq	vijFAne	A.pa	-	gq3
curAxiH	gupUz	BAsArWe	pa.pa	-	gup5
curAxiH	gUraz	uxyamane	A.pa	-	gUr2
curAxiH	gUrIz	uxyamane	A.pa	-	gUr3
curAxiH	jasaz	wAdane	pa.pa	-	jas4
curAxiH	juciz	BARArWe	pa.pa	-	juc1
curAxiH	kaSiz	BARArWe	pa.pa	-	kaS1
curAxiH	kewa	AmanwraNe	pa.pa	-	kewa1
curAxiH	kewa	viSrAvaNe	pa.pa	-	kewa1
curAxiH	kilaz	kRepe	pa.pa	-	kil2
curAxiH	kiRkaz	hiMsAyAm	A.pa	-	kiRk1
curAxiH	kItaz	varaNe	pa.pa	-	kIt1
curAxiH	kLpaz	avakalkane	pa.pa	kLp(1)	kLp1
curAxiH	Koda	kRepe	pa.pa	-	Koda1
curAxiH	kRajiz	kqcCrajIvane	pa.pa	-	kRaj2
curAxiH	kRapa	preraNe	pa.pa	-	kRapa1
curAxiH	kupiz	CAxane	pa.pa	-	kup3
curAxiH	kUtaz	apramAxe	A.pa	-	kUt1
curAxiH	kutaz	prawApane	A.pa	-	kut2
curAxiH	laja	prakASane	pa.pa	-	laja1
curAxiH	laja	prANane	pa.pa	-	laja1
curAxiH	lakaz	AsvAxane	pa.pa	-	lak1
curAxiH	lakRaz	afkane	pa.pa	-	lakR1
curAxiH	lataz	BARArWe	pa.pa	-	lat2
curAxiH	mrakRaz	mlecCane	pa.pa	-	mrakR2
curAxiH	mrakRaz	mrakRaNe	pa.pa	-	mrakR2
curAxiH	NiRkaz	parimANe	A.pa	-	NiRk1
curAxiH	palaz	rakRaNe	pa.pa	-	pal2
curAxiH	parWaz	prakRepaNe	pa.pa	-	parW1
curAxiH	paSa	anupasarge	pa.pa	-	paSa1
curAxiH	pawa	gawO	pa.pa	-	pawa1
curAxiH	piccaz	kuttane	pa.pa	-	picc1
curAxiH	pilaz	kRepe	pa.pa	-	pil1
curAxiH	pqcIz	samparcane	pa.pa	-	pqc4
curAxiH	rahi	gawO	pa.pa	-	rahi1
curAxiH	RAnwvaz	sAmaprayoge	pa.pa	-	RAnwv1
curAxiH	rukRa	pAruRye	pa.pa	-	rukRa1
curAxiH	ruTaz	BARArWe	pa.pa	-	ruT3
curAxiH	Ruwtaz	anAxare	pa.pa	-	Ruwt1
curAxiH	RwUpaz	samucCrAye	pa.pa	-	RwUp1
curAxiH	SAra	xOrbalye	pa.pa	-	SAra1
curAxiH	snitaz	snehane	pa.pa	-	snit1
curAxiH	spudiz	parihAse	pa.pa	-	spud1
curAxiH	SqXaz	aprasahane	pa.pa	-	SqX4
curAxiH	SraNuz	xAne	pa.pa	-	SraN3
curAxiH	Suklaz	awisparSane	pa.pa	-	Sukl1
curAxiH	svarwaz	gawyAm	pa.pa	-	svarw1
curAxiH	svarwaz	kqcCrajIvane	pa.pa	-	svarw1
curAxiH	svaxaz	AsvAxane	pa.pa	-	svax1
curAxiH	swipaz	kRepe	pa.pa	-	swip1
curAxiH	tipaz	kRepe	pa.pa	-	tip1
curAxiH	vA	gawO	pa.pa	-	vA2
curAxiH	vA	suKasevane	pa.pa	-	vA2
curAxiH	vajaz	gawO	pa.pa	-	vaj2
curAxiH	vajaz	mArgasaMskAre	pa.pa	-	vaj2
curAxiH	valhaz	BARArWe	pa.pa	-	valh2
curAxiH	viwwa	samuwsarge	pa.pa	-	viwwa1
curAxiH	vqhiz	BARArWe	pa.pa	-	vqh4
curAxiH	vyayaz	kRaye	pa.pa	-	vyay2
curAxiH	wipaz	kRepe	pa.pa	-	wip2
curAxiH	wupiz	arxane	pa.pa	-	wup3
curAxiH	xaBaz	kRepe	pa.pa	xaB(1)	xaB1
curAxiH	xahiz	rakRaNe	pa.pa	-	xah2
curAxiH	xaSiz	BARArWe	pa.pa	-	xaS1
curAxiH	xaSiz	BAsArWe	pa.pa	-	xaS1
curAxiH	xASqz	xAne	A.pa	-	xAS2
curAxiH	xiBiz	kRepe	pa.pa	-	xiB1
curAxiH	uzXrasaz	uFCe	pa.pa	-	Xras2
curAxiH	dabiz	-	pa.pa	damb	damba1
curAxiH	kIrwa	-	pa.pa	kIrw	kIrwa1
